,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH
402,3ibp2,6.1659080920000005,15.65887141,-9.492963323,-1766883.729717711,-1766889.8956211451,-1766899.388577297,S,-1766539.199038806,-1766547.246214222,-1766532.928968878,6.27006992790848,-8.047175416024402
403,3ibp3,7.895324202,19.11644862,-11.22112441,-1766882.3046447719,-1766890.1999630101,-1766901.4210789478,S,-1766539.1513481222,-1766549.1042683714,-1766531.495738322,7.6556098002474755,-9.952920249197632
404,3ibp4,10.59047739,21.01340976,-10.42293236,-1766877.866273615,-1766888.456743008,-1766898.879667498,S,-1766537.739452872,-1766546.747344567,-1766527.139570844,10.599882028065622,-9.007891695015132
405,3ibp5,13.97965606,27.20190819,-13.22225213,-1766877.3517162348,-1766891.331361737,-1766904.5536038761,S,-1766540.5745385343,-1766552.2035353219,-1766526.55849751,14.016041024355218,-11.628996787592769
406,3jbp1,9.489198266,12.07202726,-2.582828995,-1941022.45399159,-1941031.943182688,-1941034.5260097322,R,-1940577.955481404,-1940579.1753589,-1940568.705371235,9.250110168941319,-1.2198774961289018
407,3jbp3,10.11106015,24.77093649,-14.65987633,-1941016.634473124,-1941026.745525641,-1941041.405390899,R,-1940573.526522882,-1940585.9198256321,-1940562.712032776,10.814490105956793,-12.393302750075236
408,3jbp4,9.785382738,23.407358399999996,-13.62197566,-1941018.362005401,-1941028.147380747,-1941041.7693461191,R,-1940574.19293744,-1940586.8133984478,-1940564.6805285092,9.512408930808306,-12.620461007812992
409,3jbp5,10.36018142,27.37196326,-17.01178184,-1941016.0948153841,-1941026.454988974,-1941043.466757964,R,-1940572.849440671,-1940588.0495911783,-1940562.579000868,10.27043980313465,-15.200150507269427
410,3jbp1,8.23166928,11.26505008,-3.033380797,-1941024.13571571,-1941032.3673787718,-1941035.4007572783,S,-1940578.5032967608,-1940580.4680274401,-1940570.384585319,8.118711441755295,-1.9647306792903692
411,3jbp3,8.045298966,23.67279491,-15.62749594,-1941020.812428046,-1941028.8577209348,-1941044.485205071,S,-1940575.193186786,-1940589.111336406,-1940567.03305975,8.160127036040649,-13.91814962006174
412,3jbp4,10.30119553,24.64668961,-14.34549409,-1941016.971445457,-1941027.272633201,-1941041.61811645,S,-1940573.446829239,-1940586.4519532642,-1940563.065320343,10.381508895894513,-13.005124025279656
413,3jbp5,9.563871893,15.76931308,-6.205441189,-1941016.5309341392,-1941026.0947988082,-1941032.3002353092,S,-1940571.951475292,-1940577.334247494,-1940562.8488297379,9.102645554114133,-5.382772201905027
414,4abp1,8.226021695,16.68171186,-8.455690162,-1646624.784355454,-1646633.0103709348,-1646641.4660547099,R,-1646363.156400575,-1646370.107945277,-1646354.992508485,8.163892090087757,-6.951544701820239
415,4abp2,8.062241722000001,18.93133332,-10.869091599999999,-1646627.3678100072,-1646635.430045639,-1646646.299129028,R,-1646365.5214819962,-1646374.981180171,-1646357.363864996,8.157617000164464,-9.45969817484729
416,4abp3,11.98543095,22.95994414,-10.97451319,-1646621.225124406,-1646633.2105463059,-1646644.1850512072,R,-1646363.490235363,-1646372.828824301,-1646351.321580835,12.168654527980834,-9.338588938117027
417,4abp4,8.055966627,24.12460173,-16.068635099999998,-1646621.825650519,-1646629.8816110608,-1646645.9502340239,R,-1646359.8764110322,-1646374.4114019992,-1646351.918969403,7.957441629143432,-14.53499096701853
418,4abp5,9.523083778,23.09674121,-13.57365743,-1646624.422282761,-1646633.945359345,-1646647.519006524,R,-1646363.9891050179,-1646376.270711166,-1646354.580235072,9.408869945909828,-12.281606148229912
419,4aMebp1,8.345248495,13.84097647,-5.495727972999999,-1695951.8185546822,-1695960.163796873,-1695965.6595206952,R,-1695655.324317236,-1695659.6993099842,-1695647.109596917,8.214720319025218,-4.374992748256773
420,4aMebp2,7.554586558,18.56047522,-11.00588866,-1695955.056501122,-1695962.6110819732,-1695973.6169623241,R,-1695657.7822699891,-1695667.563252772,-1695650.730951356,7.051318633137271,-9.780982782831416
421,4aMebp3,11.86181159,23.58745362,-11.72564203,-1695948.866124837,-1695960.727927464,-1695972.453560638,R,-1695655.8639749761,-1695666.165790229,-1695644.297729088,11.566245888127014,-10.301815252983943
422,4aMebp4,8.370348874,24.42392375,-16.05357487,-1695949.005431835,-1695957.375774386,-1695973.4293371332,R,-1695652.4892315739,-1695667.0116723608,-1695644.1609321262,8.328299447661266,-14.522440786939114
423,4aMebp5,9.664273409,23.39104315,-13.72676974,-1695951.722545805,-1695961.3868119142,-1695975.1135712892,R,-1695656.492738994,-1695668.8559213122,-1695646.942052014,9.550686980132014,-12.363182318164036
424,4aMebp1,9.386286712,15.80194357,-6.4156568620000005,-1695951.1138620751,-1695960.500141697,-1695966.915793713,S,-1695655.675722276,-1695660.8514165082,-1695646.4858529712,9.189869304886088,-5.1756942321080714
425,4aMebp2,7.199416195,20.168782,-12.96936581,-1695954.318550538,-1695961.517961295,-1695974.4873173072,S,-1695656.771980499,-1695668.2673178702,-1695649.6415957322,7.130384766729549,-11.495337371248752
426,4aMebp3,8.516558581,22.03185763,-13.51529905,-1695954.3091379032,-1695962.8256900508,-1695976.340978893,S,-1695657.6573956981,-1695669.8749959283,-1695649.4018872941,8.25550840399228,-12.217600230127573
427,4aMebp4,8.962090307999999,22.16049707,-13.19840677,-1695949.85570653,-1695958.817790068,-1695972.016186865,S,-1695654.1471103523,-1695665.9662423672,-1695645.0720751942,9.075035158079118,-11.819132014876232
428,4aMebp5,9.191131266000001,23.87485296,-14.68372169,-1695946.981087801,-1695956.172212124,-1695970.855922724,S,-1695651.31202469,-1695664.4997538342,-1695642.4760704609,8.835954229114577,-13.187729144236073
429,4abp1,9.380011617000001,15.69965953,-6.319647913,-1646623.98992906,-1646633.369933592,-1646639.689576731,S,-1646363.7588092152,-1646368.575568299,-1646354.056265057,9.702544158091769,-4.8167590838856995
430,4abp2,7.461715155,20.029474899999997,-12.56775975,-1646626.550793289,-1646634.0125028081,-1646646.58025306,S,-1646364.2915643558,-1646375.3953361108,-1646356.685527767,7.606036588782445,-11.103771755006164
431,4abp3,8.692261234,20.99834953,-12.30608829,-1646627.0841759392,-1646635.776430607,-1646648.0825096061,S,-1646365.6745941918,-1646376.6007808999,-1646356.911431007,8.7631631847471,-10.926186708034948
432,4abp4,8.824665733,21.81285683,-12.98819109,-1646622.828409901,-1646631.653068968,-1646644.64125025,S,-1646361.852436873,-1646373.241097714,-1646353.122531665,8.729905207874253,-11.388660841155797
433,4abp5,8.723636707,24.53687545,-15.81323874,-1646619.0162927262,-1646627.7399228439,-1646643.553149644,S,-1646357.866499705,-1646372.135426856,-1646349.3624977372,8.50400196784176,-14.268927151104435
434,4bbp1,8.45757269,12.10152021,-3.6439475160000003,-1771145.330334393,-1771153.787900695,-1771157.431845458,R,-1770893.817197085,-1770896.437674669,-1770885.50584038,8.311356704914942,-2.6204775841906667
435,4bbp2,6.440129732000001,18.74057044,-12.30044071,-1771146.510051313,-1771152.95017618,-1771165.250607598,R,-1770893.1156420228,-1770903.898756679,-1770886.786586249,6.329055773792788,-10.7831146561075
436,4bbp3,12.04692688,24.31034453,-12.26341765,-1771139.183256229,-1771151.2301740109,-1771163.493582398,R,-1770891.2400176218,-1770902.0959233218,-1770879.4899115968,11.750106025021523,-10.855905700009316
437,4bbp4,9.255764741,23.57239339,-14.31662865,-1771139.498265747,-1771148.754023497,-1771163.0706413318,R,-1770888.801517648,-1770901.910808167,-1770879.671889207,9.129628440830857,-13.109290519030765
438,4bbp5,10.66703355,24.31850216,-13.65146861,-1771142.509681438,-1771153.176706929,-1771166.8281652238,R,-1770893.281304399,-1770905.443683837,-1770882.7579784691,10.523325929883868,-12.162379438057542
439,4bbp1,9.331693388,14.58081014,-5.24911675,-1771144.838367337,-1771154.1700536762,-1771159.4191664609,S,-1770894.0186274739,-1770898.374794952,-1770885.1895758442,8.829051629640162,-4.356167478254065
440,4bbp2,6.194773527000001,20.05081022,-13.8560367,-1771145.795318562,-1771151.99008741,-1771165.8461136392,S,-1770891.926512468,-1770904.472927414,-1770885.97647213,5.950040337862447,-12.546414946205914
441,4bbp3,7.774842382999999,23.25612862,-15.48128623,-1771144.3796582583,-1771152.154494768,-1771167.6357693071,S,-1770892.2214416978,-1770906.152141498,-1770884.580892114,7.640549583826214,-13.930699800141156
442,4bbp4,10.01944377,24.02545523,-14.00601146,-1771139.793194977,-1771149.81263118,-1771163.81863206,S,-1770890.209020335,-1770902.6456212061,-1770880.029569337,10.179450998082757,-12.436600871151313
443,4bbp5,9.765302434,25.36895302,-15.60365058,-1771137.4914919653,-1771147.256787023,-1771162.860425817,S,-1770887.515124198,-1770901.4395489083,-1770877.7855971532,9.729527044808492,-13.924424710217863
444,4cbp1,8.531618809,13.00074128,-4.469122474,-2223447.9440501533,-2223456.475662517,-2223460.944781615,R,-2223198.138364834,-2223201.443454737,-2223189.880973903,8.257390930783004,-3.305089903064072
445,4cbp2,6.303960176,17.11030083,-10.80634065,-2223449.643972034,-2223455.947927448,-2223466.754259937,R,-2223197.700991061,-2223207.16445429,-2223191.4491188936,6.251872167456895,-9.463463229127228
446,4cbp3,11.22928204,22.546415399999997,-11.31713336,-2223442.686152242,-2223453.915425797,-2223465.232550612,R,-2223195.722455184,-2223205.374171113,-2223184.491926611,11.23052857303992,-9.651715929154307
447,4cbp4,13.44188044,23.59686626,-10.15498582,-2223440.6599256815,-2223454.1017959695,-2223464.2567741172,R,-2223195.863644709,-2223204.722189262,-2223182.27744735,13.586197359021753,-8.858544553164393
448,4cbp5,11.17970879,23.90685594,-12.72714715,-2223444.9150642096,-2223456.094764554,-2223468.821902092,R,-2223197.708521169,-2223209.127929951,-2223186.822495037,10.886026131920516,-11.419408781919628
449,4cbp1,8.185861088,13.28751311,-5.101652024,-2223447.888829361,-2223456.074684266,-2223461.176332436,S,-2223197.826492861,-2223201.698223391,-2223189.852735998,7.973756862804294,-3.871730530168861
450,4cbp2,6.27446723,18.78826116,-12.51379393,-2223448.84954564,-2223455.124008131,-2223467.6377926087,S,-2223196.894641996,-2223207.9827260263,-2223190.6534374817,6.241204514168203,-11.088084030430764
451,4cbp3,7.724014116,22.57590835,-14.85189423,-2223447.2042170423,-2223454.928225323,-2223469.780108335,S,-2223196.639245833,-2223209.8803132423,-2223188.858134233,7.781111599877477,-13.24106740951538
452,4cbp4,13.34210644,24.16099728,-10.81889084,-2223441.316300095,-2223454.658396453,-2223465.477279122,S,-2223196.491153709,-2223205.768874274,-2223183.048028402,13.443125307094306,-9.277720564976335
453,4cbp5,10.58294728,23.85728269,-13.27433541,-2223441.065924004,-2223451.648863289,-2223464.923188675,S,-2223193.0643270602,-2223205.124422531,-2223183.014142916,10.050184144172817,-12.060095470864326
454,4dbp1,8.07667444,15.07215006,-6.995475616,-1695940.7743962822,-1695948.851064621,-1695955.846534953,R,-1695644.029782745,-1695649.627163025,-1695636.022140396,8.007642348995432,-5.597380280029029
455,4dbp2,7.567764256,20.36017239,-12.79240814,-1695941.3774324309,-1695948.9451909713,-1695961.737589445,R,-1695644.4477037392,-1695655.31553211,-1695636.8830827442,7.564620994962752,-10.86782837077044
456,4dbp3,11.00024108,24.27081144,-13.27057036,-1695935.903671424,-1695946.903904194,-1695960.1744645261,R,-1695642.11274275,-1695653.5120712442,-1695631.3428057833,10.769936966709793,-11.399328494211659
457,4dbp4,11.36482408,24.37058544,-13.00576136,-1695935.123677737,-1695946.488493236,-1695959.4942447701,R,-1695641.5429645781,-1695652.898994951,-1695630.0539022968,11.48906228132546,-11.356030372902751
458,4dbp5,10.73794212,25.56724601,-14.82930389,-1695938.172743968,-1695948.9106779762,-1695963.7399706643,R,-1695644.1822674319,-1695656.9784309599,-1695633.436803316,10.745464115869254,-12.796163527993485
459,4dbp1,10.56725954,17.49308161,-6.925822065,-1695938.559289512,-1695949.126541072,-1695956.052357905,S,-1695644.2412532782,-1695650.0224936951,-1695634.0461145549,10.19513872335665,-5.781240416923538
460,4dbp2,6.915154403,20.36519247,-13.45003807,-1695941.848064181,-1695948.763213361,-1695962.213241267,S,-1695644.0674332848,-1695655.4077759332,-1695637.109613493,6.957819791743532,-11.34034264832735
461,4dbp3,8.162015728,24.75399373,-16.591978,-1695939.8168175481,-1695947.978827111,-1695964.57079258,S,-1695643.3941161283,-1695657.79419266,-1695635.1812783359,8.212837792467326,-14.400076531572267
462,4dbp4,11.08181731,24.12711177,-13.04529446,-1695936.074981381,-1695947.156790321,-1695960.2020749217,S,-1695642.3781790573,-1695653.480695794,-1695631.413086791,10.965092266211286,-11.102516736835241
463,4dbp5,9.605287518999999,24.22312072,-14.6178332,-1695934.1002105582,-1695943.705490821,-1695958.3233129762,S,-1695638.722939132,-1695651.3339875052,-1695629.2707710653,9.452168066753075,-12.611048373160884
464,4ebp1,8.85227615,16.21672734,-7.364451187,-2069554.1918657431,-2069563.0441352061,-2069570.40858083,R,-2069286.475818546,-2069292.463509424,-2069277.641746844,8.834071702091023,-5.987690877867863
465,4ebp2,6.039151177999999,18.39857778,-12.3594266,-2069555.4851617918,-2069561.5243084081,-2069573.883725672,R,-2069284.991759761,-2069296.0980415521,-2069278.936297911,6.055461850017309,-11.10628179111518
466,4ebp3,10.91740983,23.5466655,-12.62925567,-2069548.575660193,-2069559.493061775,-2069572.122307909,R,-2069282.9090573902,-2069293.955098317,-2069272.293487637,10.615569753106683,-11.046040926827118
467,4ebp4,13.75814522,20.70969517,-6.951549953,-2069547.0646185211,-2069560.8227533463,-2069567.7742980479,R,-2069284.314050041,-2069289.6905471534,-2069270.67263189,13.641418150858954,-5.376497112447396
468,4ebp5,12.03186665,31.83794818,-19.80608153,-2069550.251109223,-2069562.282966789,-2069582.0890333562,R,-2069285.4730591641,-2069303.97453452,-2069273.653927149,11.819132015109062,-18.50147535582073
469,4ebp1,8.526598733,16.51604936,-7.989450623,-2069553.6333827332,-2069562.159975025,-2069570.1494196132,S,-2069285.757320741,-2069292.2175258964,-2069277.343680069,8.413640671875328,-6.460205155424774
470,4ebp2,5.934357096,18.48078152,-12.54642442,-2069555.355894938,-2069561.2902475512,-2069573.836662497,S,-2069284.819194786,-2069295.7077309538,-2069279.0605446931,5.758650092873722,-10.888536167796701
471,4ebp3,7.855791105,24.20680547,-16.35101436,-2069552.2585105142,-2069560.1142956847,-2069576.4652976978,S,-2069283.6714808252,-2069298.385939366,-2069275.877819045,7.793661780189723,-14.71445854078047
472,4ebp4,12.20568678,23.16576725,-10.96008047,-2069548.6164482783,-2069560.822125837,-2069571.782198031,S,-2069284.701223094,-2069293.7542954371,-2069272.4051842391,12.29603885486722,-9.053072343114763
473,4ebp5,10.62938298,23.88865817,-13.25927519,-2069547.340094972,-2069557.969469923,-2069571.228735093,S,-2069281.155169735,-2069293.182007229,-2069270.9468533231,10.208316411823034,-12.02683749399148
474,4fbp1,8.039651381,15.57604016,-7.536388783,-1794582.595074076,-1794590.6347193841,-1794598.171102474,R,-1794214.8114216668,-1794220.9446946331,-1794206.795621701,8.015799965709448,-6.1332729663699865
475,4fbp2,7.37260881,19.15974677,-11.78713796,-1794584.611888002,-1794591.984491243,-1794603.771620299,R,-1794216.413452144,-1794227.0785951081,-1794209.111129911,7.302322233095765,-10.665142964106053
476,4fbp3,10.58294728,22.60100872,-12.01806145,-1794578.9655620202,-1794589.5485013048,-1794601.566553673,R,-1794213.823094992,-1794224.441174781,-1794203.5055920142,10.317502977792174,-10.618079788982868
477,4fbp4,11.36168654,23.73052578,-12.36883924,-1794577.756979686,-1794589.1186576402,-1794601.4874875392,R,-1794213.147895308,-1794224.4097993309,-1794201.737271652,11.41062365588732,-11.261904022889212
478,4fbp5,10.69903653,23.51466252,-12.81562599,-1794581.269147559,-1794591.9681760091,-1794604.783792316,R,-1794215.8988947643,-1794227.5680521282,-1794205.459027531,10.43986723315902,-11.66915736394003
479,4fbp1,7.528858669,16.23680764,-8.707948971,-1794582.549265919,-1794590.078118901,-1794598.7860612941,S,-1794214.408560889,-1794221.6236593712,-1794206.987011946,7.4215489430353045,-7.21509848209098
480,4fbp2,6.864326136,19.37561003,-12.51128389,-1794584.84532135,-1794591.709642301,-1794604.2209167432,S,-1794215.85120408,-1794226.9317580021,-1794209.1230525821,6.728151497896761,-11.080553922103718
481,4fbp3,8.043416438,22.8375798,-14.79416336,-1794582.979737093,-1794591.023147455,-1794605.817299639,S,-1794215.421987924,-1794228.600304433,-1794207.215425222,8.206562702078372,-13.178316508885473
482,4fbp4,11.49597356,23.41928108,-11.92330752,-1794578.652435029,-1794590.148399909,-1794602.0716984181,S,-1794214.1556747619,-1794224.82458278,-1794202.74254107,11.413133691763505,-10.66890801815316
483,4fbp5,8.925067249,20.7580134,-11.83294615,-1794568.363169956,-1794577.2882304632,-1794589.121167676,S,-1794201.127332904,-1794212.4934034212,-1794192.4783763571,8.64895654679276,-11.366070517338812
484,4gbp1,8.390429177,17.07767033,-8.687241157999999,-1843884.084636932,-1843892.4750597712,-1843901.1622943669,R,-1843481.959926989,-1843489.434186688,-1843473.9045939562,8.055333032738417,-7.47425969899632
485,4gbp2,7.182473439,20.79629148,-13.61381804,-1843885.254941217,-1843892.437409231,-1843906.0512169858,R,-1843482.2259908048,-1843494.27730115,-1843475.123843943,7.102146861841902,-12.051310345064849
486,4gbp3,9.191131266000001,22.79302662,-13.60189536,-1843880.909441392,-1843890.1005657152,-1843903.702450799,R,-1843479.442360881,-1843491.9366925799,-1843470.5787962559,8.863564625149593,-12.494331698864698
487,4gbp4,14.31913869,21.45392141,-7.1347827189999995,-1843877.706007947,-1843892.025135818,-1843899.159913148,R,-1843481.6417799261,-1843487.2234724811,-1843466.843862688,14.797917238203809,-5.581692554987967
488,4gbp5,11.08244482,27.35564801,-16.27320319,-1843881.3436776202,-1843892.426114069,-1843908.699304966,R,-1843481.970594642,-1843496.58653427,-1843470.9032184093,11.06737623270601,-14.615939628100023
489,4gbp1,9.181718624,18.87548498,-9.693766354,-1843883.234989746,-1843892.416701434,-1843902.1104604658,S,-1843481.9323165931,-1843490.2405357533,-1843473.039886554,8.8924300391227,-8.308219160186127
490,4gbp2,7.286012502999999,20.84523722,-13.55922471,-1843884.495655327,-1843891.7816623263,-1843905.340876798,S,-1843481.4528997168,-1843493.206143287,-1843474.495079925,6.957819791743532,-11.753243570216
491,4gbp3,8.479535522,25.85401784,-17.37448232,-1843882.145634122,-1843890.6251632392,-1843907.999632431,S,-1843480.2280021491,-1843496.106489885,-1843471.8275391657,8.400462983408943,-15.878487735753879
492,4gbp4,11.30207314,24.20680547,-12.90473233,-1843880.12631016,-1843891.4283747592,-1843904.333097344,S,-1843480.7281268218,-1843492.7963799099,-1843469.779977299,10.948149522766471,-12.068253088044003
493,4gbp5,9.086337184,21.923926,-12.83758882,-1843881.247668743,-1843890.3339990631,-1843903.1715781852,S,-1843479.519544488,-1843491.740909772,-1843470.7965418792,8.7230026088655,-12.22136528394185
494,4hbp1,8.098009762,13.31512353,-5.217113767,-1742133.601315881,-1742141.699319526,-1742146.916429352,R,-1741860.4441381448,-1741864.364814377,-1741852.56576265,7.878375494852662,-3.9206762320827693
495,4hbp2,6.391183992999999,18.25299558,-11.86181159,-1742134.0819877752,-1742140.47316694,-1742152.334969567,R,-1741859.396198115,-1741869.6522052109,-1741852.822413831,6.573784284060821,-10.25600709579885
496,4hbp3,11.42129994,23.26616877,-11.84486883,-1742127.03819925,-1742138.459490559,-1742150.304350443,R,-1741857.157873512,-1741867.420155698,-1741845.93299252,11.224880991969258,-10.262282185954973
497,4hbp4,14.70317449,24.42643379,-9.7232593,-1742123.985367965,-1742138.688531344,-1742148.4117832992,R,-1741857.575166997,-1741865.385144011,-1741842.9416571169,14.633509880164638,-7.809977013850585
498,4hbp5,11.53362413,25.97889222,-14.44526809,-1742127.964402534,-1742139.498017954,-1742153.9432751343,R,-1741858.1173347728,-1741871.218467675,-1741846.96838237,11.148952402872965,-13.101132902083918
499,4hbp1,7.84951601,12.57466235,-4.725146339,-1742133.666576817,-1742141.5160868978,-1742146.241229668,S,-1741860.207567252,-1741863.613686104,-1741852.518699475,7.688867776887491,-3.4061188520863652
500,4hbp2,6.52547102,20.06210539,-13.53663437,-1742132.9054084,-1742139.4308744909,-1742152.9674986391,S,-1741858.365200828,-1741870.115934362,-1741851.7644336573,6.600767170777544,-11.750733533874154
501,4hbp3,7.621102562000001,22.91476346,-15.293660899999999,-1742131.74451675,-1742139.3656135548,-1742154.659262903,S,-1741858.12549239,-1741871.856644328,-1741850.439134649,7.686357741011307,-13.731151937972754
502,4hbp4,11.822906,22.74094334,-10.91803734,-1742127.1869188831,-1742139.009815952,-1742149.9278450431,S,-1741857.7364368099,-1741867.7452053598,-1741845.987585803,11.7488510068506,-10.008768549887463
503,4hbp5,11.19163147,24.29340178,-13.10177031,-1742125.77690616,-1742136.968529175,-1742150.070289586,S,-1741855.403985857,-1741867.3479921632,-1741844.7545306182,10.64945523883216,-11.944006306119263
504,4ibp1,8.617587606,11.2004166,-2.582828995,-1762332.769013404,-1762341.386594501,-1762343.969421545,R,-1762072.701045899,-1762074.1010184782,-1762064.2930528081,8.407993090804666,-1.399972579209134
505,4ibp2,5.96510506,16.52608951,-10.56098445,-1762333.4153476742,-1762339.3804482282,-1762349.941424698,R,-1762070.666661721,-1762079.815742941,-1762064.610572362,6.05608935886994,-9.149081220151857
506,4ibp3,11.26818762,22.36443765,-11.09625003,-1762326.078512446,-1762337.346691559,-1762348.442933206,R,-1762068.641062669,-1762078.114566042,-1762057.478305068,11.162757600890473,-9.473503373097628
507,4ibp4,13.96020327,19.25889327,-5.298689998,-1762323.2923724859,-1762337.252565209,-1762342.551251205,R,-1762069.096006694,-1762072.565503955,-1762054.838374705,14.257631988963112,-3.469497260870412
508,4ibp5,12.05759454,24.26014377,-12.20254923,-1762327.486015133,-1762339.543600568,-1762351.746140582,R,-1762070.738197747,-1762081.697014923,-1762058.893337863,11.844859883887693,-10.958817176055163
509,4ibp1,9.136537941,12.6706713,-3.534133357,-1762331.6696176361,-1762340.8061486762,-1762344.340279364,S,-1762071.917287158,-1762074.354532114,-1762063.090118055,8.82716910308227,-2.4372449559159577
510,4ibp2,5.9400046810000005,17.95994866,-12.01994397,-1762332.3259920499,-1762338.265992244,-1762350.2859271392,S,-1762069.6293893442,-1762080.167147981,-1762063.676211461,5.953177883289754,-10.537758636754006
511,4ibp3,7.922307109,21.35038234,-13.42807523,-1762331.2316163538,-1762339.153917479,-1762352.5819825702,S,-1762070.4577012241,-1762082.2096897762,-1762062.438763713,8.018937511136755,-11.751988552045077
512,4ibp4,11.52044643,21.83356464,-10.31311821,-1762326.586167227,-1762338.1066049582,-1762348.4197153728,S,-1762069.439254117,-1762078.427065524,-1762058.109579122,11.329674995038658,-8.987811407074332
513,4ibp5,16.71622488,30.52268833,-13.80646345,-1762323.670760413,-1762340.386972664,-1762354.1934256821,S,-1762071.702051571,-1762084.1512026219,-1762055.187897218,16.514154353179038,-12.449151050765067
514,4jbp1,8.089852139,9.130890356,-1.041038217,-1936467.5211553131,-1936475.611001341,-1936476.652038772,R,-1936104.576224803,-1936104.306395933,-1936096.3094212369,8.266803566133603,0.26982886996120214
515,4jbp2,6.273839721,18.90309539,-12.62925567,-1936466.6595854561,-1936472.933420438,-1936485.562666572,R,-1936102.0385784071,-1936113.283539687,-1936095.679402201,6.35917620616965,-11.244961279910058
516,4jbp3,11.87373427,23.47575693,-11.60202266,-1936460.141649473,-1936472.015374771,-1936483.617388672,R,-1936100.893374482,-1936111.152519123,-1936089.2530825322,11.640291949734092,-10.259144640993327
517,4jbp4,12.67318134,24.52746281,-11.85428147,-1936458.27355518,-1936470.946726944,-1936482.800999463,R,-1936100.004194229,-1936110.656159504,-1936087.381850694,12.622343534836546,-10.651965275174007
518,4jbp5,7.201298724,22.06637065,-14.86507193,-1936453.73666511,-1936460.9379583942,-1936475.8030190952,R,-1936090.1560679832,-1936103.431648387,-1936082.6968685002,7.45919948304072,-13.275580403860658
519,4jbp1,8.170800861,10.49258591,-2.3217850540000002,-1936466.327633195,-1936474.4984278842,-1936476.820211184,S,-1936103.430393369,-1936104.650898374,-1936095.4353012,7.995092168916017,-1.2205050049815327
520,4jbp2,6.093744502000001,19.05244265,-12.95869815,-1936466.252959624,-1936472.346699523,-1936485.3053878823,S,-1936101.305647895,-1936112.8329882252,-1936095.3687852463,5.93686264869757,-11.527340330183506
521,4jbp3,7.930464732999999,23.35653013,-15.4260654,-1936464.307681724,-1936472.238140466,-1936487.664194213,S,-1936101.545983842,-1936115.0713128282,-1936093.186936453,8.359047389123589,-13.525328986113891
522,4jbp4,12.26969275,24.99432986,-12.72463711,-1936458.6092724951,-1936470.878955972,-1936483.603583474,S,-1936100.018626936,-1936111.197072262,-1936087.6535620908,12.36506484518759,-11.178445325931534
523,4jbp5,7.705816341,21.20919271,-13.50337637,-1936452.240683654,-1936459.946494174,-1936473.4498603449,S,-1936088.6694991621,-1936100.8695291402,-1936081.117428347,7.552070815116167,-12.200029978062958
524,5abp1,8.478280502999999,19.01290955,-10.53462905,-1646624.6186930782,-1646633.096967177,-1646643.631588269,R,-1646363.030271266,-1646372.252771039,-1646354.833121199,8.197150066960603,-9.222499773139134
525,5abp2,7.031243656,20.1556043,-13.12436065,-1646626.8639202798,-1646633.895158625,-1646647.01950936,R,-1646364.307252081,-1646375.567901086,-1646356.907038444,7.400213637156412,-11.26064900495112
526,5abp3,15.16188391,23.90183586,-8.739951954,-1646619.7322804949,-1646634.894152953,-1646643.634098305,R,-1646364.9617439678,-1646372.2998342142,-1646349.9931442821,14.96859968570061,-7.338090246310458
527,5abp4,9.255137232000001,23.87422545,-14.61908822,-1646620.7450800212,-1646630.0002102621,-1646644.619287435,R,-1646360.1864004782,-1646373.2009371382,-1646350.864126774,9.322273704223335,-13.014536659931764
528,5abp5,10.29554794,24.38376314,-14.0882152,-1646622.695377993,-1646632.990918156,-1646647.0791227152,R,-1646363.053489099,-1646375.5754311942,-1646352.9505941991,10.102894899901003,-12.521942095132545
529,5aMebp1,8.488320655,19.22249772,-10.73417706,-1695952.783663524,-1695961.2719777669,-1695972.006146721,R,-1695655.8169118012,-1695665.350028529,-1695647.743381007,8.073530794121325,-9.533116727834567
530,5aMebp2,6.883151421,20.24220061,-13.35904919,-1695955.6388294739,-1695962.5219756952,-1695975.881014796,R,-1695657.391959391,-1695669.0987672952,-1695650.592899376,6.7990600150078535,-11.706807904178277
531,5aMebp3,15.1148207,24.68747773,-9.572657026,-1695948.300739228,-1695963.4155485108,-1695972.988198306,R,-1695658.185758276,-1695666.457581914,-1695643.364623205,14.821135070873424,-8.271823638118804
532,5aMebp4,9.379384108,24.14091697,-14.76153287,-1695949.0964206401,-1695958.4757976632,-1695973.2373193789,R,-1695653.3495464132,-1695667.3072291,-1695643.7850542348,9.564492178382352,-13.95768268685788
533,5aMebp5,10.37837919,24.65610225,-14.27772306,-1695951.0799765892,-1695961.4583479401,-1695975.736060217,R,-1695656.168316841,-1695668.8258008799,-1695646.1564107463,10.011906094616279,-12.657484038965777
534,5aMebp1,8.770699918,19.69626737,-10.92556745,-1695952.50379451,-1695961.2744878032,-1695972.200047002,S,-1695655.81126422,-1695665.588481949,-1695647.3599730083,8.451291211647913,-9.777217729017138
535,5aMebp2,7.22953665,21.512907300000002,-14.28337065,-1695954.8456580979,-1695962.075189287,-1695976.3585491453,S,-1695656.9376428751,-1695669.6641529037,-1695649.790942874,7.146700001088902,-12.726510028587654
536,5aMebp3,9.453430226,22.08143088,-12.62800065,-1695953.9621254262,-1695963.4155485108,-1695976.043539627,S,-1695658.1845032582,-1695669.424444466,-1695648.7229225559,9.461580702336505,-11.239941207692027
